UNIQUE_CELL_ID,UNIQUE_CELL_NAME,TYPE,ORGAN,ANATOMY_ID,CELL_TYPE_ID,CPID,Germ Layer,Differentiation State,Source Age,Raw Anatomy Id,Raw Cell Type Id,Body Part,Sub-organ,Tissue 1,Tissue 2,Tissue 3,Tissue 4,Tissue 5-1,Tissue 5-2,Tissue 5-3,Tissue 5-4,Cell Type,Synonym,CL Id,UBERON Id,Image Id,Tissue Image ID
2416,GRANULAR_CELL_CPID=2416,Granular cell,Hand,4030100010101000000000,139,2416,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4030100010101000000000,139,Limb,Palm,NA,Skin,Epidermis,Stratum basale,NA,NA,NA,NA,Granular cell,NA,CL:0002189,NA,NA,t007
2417,KERATINOCYTE_CPID=2417,Keratinocyte,Hand,4030100010101010000000,165,2417,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4030100010101010000000,165,Limb,Palm,NA,Skin,Epidermis,Stratum basale,Keratinized stratified squamous epithelium,NA,NA,NA,Keratinocyte,NA,CL:0000312,NA,NA,t007
2418,LANGERHANS_CELL_CPID=2418,Langerhans cell,Hand,4030100010101010000000,169,2418,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4030100010101010000000,169,Limb,Palm,NA,Skin,Epidermis,Stratum basale,Keratinized stratified squamous epithelium,NA,NA,NA,Langerhans cell,NA,CL:0000453,NA,NA,t007
2419,MERKEL_CELL_CPID=2419,Merkel cell,Hand,4030100010101010000000,176,2419,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4030100010101010000000,176,Limb,Palm,NA,Skin,Epidermis,Stratum basale,Keratinized stratified squamous epithelium,NA,NA,NA,Merkel cell,NA,CL:0000242,NA,NA,t007
2420,MELANOCYTE_CPID=2420,Melanocyte,Hand,4030100010101010000000,175,2420,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4030100010101010000000,175,Limb,Palm,NA,Skin,Epidermis,Stratum basale,Keratinized stratified squamous epithelium,NA,NA,NA,Melanocyte,NA,CL:0000148,NA,NA,t007
2421,FIBROBLAST_CPID=2421,Fibroblast,Leg,4040001000000000000000,120,2421,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4040001000000000000000,120,Limb,NA,Joint,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
2422,FIBROBLAST_CPID=2422,Fibroblast,Leg,4040500010100000000000,120,2422,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,4040500010100000000000,120,Limb,Foot,NA,Skin,Dermis,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
2423,EPITHELIAL_CELL_CPID=2423,Epithelial cell,NA,5000400000001000000000,89,2423,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5000400000001000000000,89,Genitalia,Clitoris,NA,NA,NA,Epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0000076,NA,NA,NA
2424,SMOOTH_MUSCLE_CELL_CPID=2424,Smooth muscle cell,NA,5000200000000000000000,231,2424,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5000200000000000000000,231,Genitalia,Labium majora,NA,NA,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2425,FAT_CELL_(ADIPOCYTE)_CPID=2425,Fat cell (adipocyte),NA,5000200000000000000000,119,2425,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5000200000000000000000,119,Genitalia,Labium majora,NA,NA,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,NA
2426,EPITHELIAL_CELL_CPID=2426,Epithelial cell,NA,5000200000001000000000,89,2426,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5000200000001000000000,89,Genitalia,Labium majora,NA,NA,NA,Stratified squamous epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0000240,NA,NA,NA
2427,EPITHELIAL_CELL_CPID=2427,Epithelial cell,NA,5000300000001000000000,89,2427,2 Ecotodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5000300000001000000000,89,Genitalia,Labium minus,NA,NA,NA,Stratified squamous epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0000240,NA,NA,NA
2428,FIBROBLAST_CPID=2428,Fibroblast,NA,5000300010000000000000,120,2428,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5000300010000000000000,120,Genitalia,Labium minus,NA,Connective tissue,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
2429,SMOOTH_MUSCLE_CELL_CPID=2429,Smooth muscle cell,Oviduct,5010001010000000000000,231,2429,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010001010000000000000,231,Genitalia,NA,Muscular layer,Inner circular muscle layer,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2430,SMOOTH_MUSCLE_CELL_CPID=2430,Smooth muscle cell,Oviduct,5010001020000000000000,231,2430,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010001020000000000000,231,Genitalia,NA,Muscular layer,Outer longitudinal muscle layer,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2431,FIBROBLAST_CPID=2431,Fibroblast,Oviduct,5010101000000000000000,120,2431,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010101000000000000000,120,Genitalia,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
2432,FAT_CELL_(ADIPOCYTE)_CPID=2432,Fat cell (adipocyte),Oviduct,5010101000000000000000,119,2432,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010101000000000000000,119,Genitalia,Mucosa,Lamina propria,NA,NA,NA,NA,NA,NA,NA,Fat cell (adipocyte),NA,CL:0000136,NA,NA,NA
2433,SECRETORY_CELL_CPID=2433,Secretory cell,Oviduct,5010102000000000000000,227,2433,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010102000000000000000,227,Genitalia,Mucosa,Simple columnar epithelium,NA,NA,NA,NA,NA,NA,NA,Secretory cell,NA,CL:0000151,NA,NA,t131
2434,CILIATED_CELL_CPID=2434,Ciliated cell,Oviduct,5010102000000000000000,54,2434,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010102000000000000000,54,Genitalia,Mucosa,Simple columnar epithelium,NA,NA,NA,NA,NA,NA,NA,Ciliated cell,NA,CL:0000064,NA,NA,t131
2435,COLUMNAR/CUBOIDAL_EPITHELIAL_CELL_CPID=2435,Columnar/cuboidal epithelial cell,Oviduct,5010102000000000000000,91,2435,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5010102000000000000000,91,Genitalia,Mucosa,Simple columnar epithelium,NA,NA,NA,NA,NA,NA,NA,Columnar/cuboidal epithelial cell,NA,CL:0000075,NA,NA,t131
2436,MUCOUS_CELL_CPID=2436,Mucous cell,Vagina,5020001010000000000000,180,2436,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5020001010000000000000,180,Genitalia,NA,Vestibule,Gland of Bartholin,NA,NA,NA,NA,NA,NA,Mucous cell,NA,CL:0000319,NA,NA,NA
2437,EPITHELIAL_CELL_CPID=2437,Epithelial cell,Vagina,5020001020000010000000,89,2437,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5020001020000010000000,89,Genitalia,NA,Vestibule,Hymen,NA,NA,Epithelium,NA,NA,NA,Epithelial cell,NA,CL:0000066,NA,NA,NA
2438,MUCOUS_CELL_CPID=2438,Mucous cell,Vagina,5020001030000000000000,180,2438,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5020001030000000000000,180,Genitalia,NA,Vestibule,Minor vestibular gland,NA,NA,NA,NA,NA,NA,Mucous cell,NA,CL:0000319,NA,NA,NA
2439,MESENCHYMAL_STROMA_CELL,Mesenchymal stroma cell,Ovary,5030000000000000000000,411,2439,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030000000000000000000,411,Genitalia,NA,NA,NA,NA,NA,NA,NA,NA,NA,Mesenchymal stroma cell,NA,NA,NA,NA,NA
2440,EPITHELIAL_CELL_CPID=2440,Epithelial cell,Ovary,5030000000001000000000,89,2440,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030000000001000000000,89,Genitalia,NA,NA,NA,NA,Epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0000066,NA,NA,t121
2441,FIBROBLAST_CPID=2441,Fibroblast,Ovary,5030100000000000000000,120,2441,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030100000000000000000,120,Genitalia,Medulla of ovary,NA,NA,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,NA
2442,INTERSTITIAL_CELL_CPID=2442,Interstitial cell,Ovary,5030100000000000000000,158,2442,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030100000000000000000,158,Genitalia,Medulla of ovary,NA,NA,NA,NA,NA,NA,NA,NA,Interstitial cell,NA,CL:0002094,NA,NA,NA
2443,HILUS_CELL,Hilus cell,Ovary,5030100000000000000000,145,2443,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030100000000000000000,145,Genitalia,Medulla of ovary,NA,NA,NA,NA,NA,NA,NA,NA,Hilus cell,NA,CL:0002095,NA,NA,NA
2444,STROMAL_CELL_CPID=2444,Stromal cell,Ovary,5030100000000000000000,130,2444,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030100000000000000000,130,Genitalia,Medulla of ovary,NA,NA,NA,NA,NA,NA,NA,NA,Stromal cell,NA,CL:0002134,NA,NA,NA
2445,GRANULOSA-LUTEIN_CELL,Granulosa-lutein cell,Ovary,5030201000000000000000,142,2445,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030201000000000000000,142,Genitalia,Ovarian cortex,Corpus luteum,NA,NA,NA,NA,NA,NA,NA,Granulosa-lutein cell,NA,CL:0000592,NA,NA,t122   t126   t127   t128   t129
2446,THECA-LUTEIN_CELL,Theca-lutein cell,Ovary,5030201000000000000000,247,2446,3 Endodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030201000000000000000,247,Genitalia,Ovarian cortex,Corpus luteum,NA,NA,NA,NA,NA,NA,NA,Theca-lutein cell,NA,CL:0000590,NA,NA,t122   t126   t127   t128   t129
2447,SMALL_LUTEAL_CELL,Small luteal cell,Ovary,5030201000000000000000,319,2447,3 Endodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030201000000000000000,319,Genitalia,Ovarian cortex,Corpus luteum,NA,NA,NA,NA,NA,NA,NA,Small luteal cell,NA,CL:0000590,NA,NA,t122   t126   t127   t128   t129
2448,SMALL_LUTEAL_CELL_CPID=2448,Small luteal cell,Ovary,5030201000000000000000,319,2448,3 Endodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030201000000000000000,319,Genitalia,Ovarian cortex,Corpus luteum,NA,NA,NA,NA,NA,NA,NA,Small luteal cell,NA,NA,NA,NA,t122   t126   t127   t128   t129
2449,GLANDULAR_CELL_CPID=2449,Glandular cell,Ovary,5030202000000000000000,127,2449,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030202000000000000000,127,Genitalia,Ovarian cortex,Interstitial gland,NA,NA,NA,NA,NA,NA,NA,Glandular cell,NA,CL:0000150,NA,NA,NA
2450,THECA_CELL,Theca cell,Ovary,5030203000000000000000,246,2450,4 Mesodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203000000000000000,246,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),NA,NA,NA,NA,NA,NA,NA,Theca cell,NA,CL:0000503,NA,NA,NA
2451,MURAL_GRANULOSA_CELL,Mural granulosa Cell,Ovary,5030203000000000000000,392,2451,4 Mesodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203000000000000000,392,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),NA,NA,NA,NA,NA,NA,NA,Mural granulosa Cell,NA,NA,NA,NA,NA
2452,GRANULOSA_CELL,Granulosa cell,Ovary,5030203000000000000000,141,2452,4 Mesodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203000000000000000,141,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),NA,NA,NA,NA,NA,NA,NA,Granulosa cell,NA,CL:0000501,NA,NA,NA
2453,CUMULUS_CELL,Cumulus cell,Ovary,5030203000000000000000,87,2453,4 Mesodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203000000000000000,87,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),NA,NA,NA,NA,NA,NA,NA,Cumulus cell,NA,CL:0000711,NA,NA,NA
2454,SECONDARY_OOCYTE,Secondary oocyte,Ovary,5030203000000000000000,761,2454,4 Mesodermal,4 Terminally differentiated,7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203000000000000000,761,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),NA,NA,NA,NA,NA,NA,NA,Secondary oocyte,NA,CL:0000655,NA,NA,NA
2455,GRANULOSA-LUTEIN_CELL_CPID=2455,Granulosa-lutein cell,Ovary,5030203010000000000000,142,2455,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203010000000000000,142,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),Simple cuboidal epithelium,NA,NA,NA,NA,NA,NA,Granulosa-lutein cell,NA,CL:0000501,NA,NA,t123   t124
2456,CUMULUS_CELL_CPID=2456,Cumulus cell,Ovary,5030203020101010000000,87,2456,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030203020101010000000,87,Genitalia,Ovarian cortex,Mature follicle (Graafian follicle),Theca folliculi,Theca interna,Basement menbrane,Cumulus oophorus,NA,NA,NA,Cumulus cell,NA,CL:0000711,NA,NA,NA
2457,FOLLICLE_EPITHELIAL_CELL,Follicle epithelial cell,Ovary,5030204010000000000000,121,2457,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030204010000000000000,121,Genitalia,Ovarian cortex,Primordial follicle,Simple cuboidal epithelium,NA,NA,NA,NA,NA,NA,Follicle epithelial cell,NA,CL:0002174,NA,NA,NA
2458,GRANULOSA-LUTEIN_CELL_CPID=2458,Granulosa-lutein cell,Ovary,5030204010000000000000,142,2458,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030204010000000000000,142,Genitalia,Ovarian cortex,Primordial follicle,Simple cuboidal epithelium,NA,NA,NA,NA,NA,NA,Granulosa-lutein cell,NA,CL:0000501,NA,NA,NA
2459,FOLLICLE_EPITHELIAL_CELL_CPID=2459,Follicle epithelial cell,Ovary,5030204000001000000000,121,2459,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030204000001000000000,121,Genitalia,Ovarian cortex,Primordial follicle,NA,NA,Stratified squamous epithelium,NA,NA,NA,NA,Follicle epithelial cell,NA,CL:0002174,NA,NA,NA
2460,THECA_CELL_CPID=2460,Theca cell,Ovary,5030204020000000000000,246,2460,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030204020000000000000,246,Genitalia,Ovarian cortex,Primordial follicle,Theca interna,NA,NA,NA,NA,NA,NA,Theca cell,NA,CL:0000503,NA,NA,NA
2461,GRANULOSA-LUTEIN_CELL_CPID=2461,Granulosa-lutein cell,Ovary,5030205010000000000000,142,2461,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030205010000000000000,142,Genitalia,Ovarian cortex,Secondary follicle,Simple cuboidal epithelium,NA,NA,NA,NA,NA,NA,Granulosa-lutein cell,NA,CL:0000501,NA,NA,NA
2462,THECA_CELL_CPID=2462,Theca cell,Ovary,5030205020000000000000,246,2462,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5030205020000000000000,246,Genitalia,Ovarian cortex,Secondary follicle,Theca interna,NA,NA,NA,NA,NA,NA,Theca cell,NA,CL:0000503,NA,NA,NA
2463,FIBROBLAST_CPID=2463,Fibroblast,Uterus,5040101010000000000000,120,2463,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040101010000000000000,120,Genitalia,Fundus of uterus,Endometrium,Lamina propria,NA,NA,NA,NA,NA,NA,Fibroblast,NA,CL:0000057,NA,NA,t168   t169   t170
2464,STROMAL_CELL_CPID=2464,Stromal cell,Uterus,5040101010000000000000,130,2464,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040101010000000000000,130,Genitalia,Fundus of uterus,Endometrium,Lamina propria,NA,NA,NA,NA,NA,NA,Stromal cell,NA,CL:0002255,NA,NA,t168   t169   t170
2465,NONCILIATED_SECRETORY_CELL,Nonciliated secretory cell,Uterus,5040101020000000000000,191,2465,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040101020000000000000,191,Genitalia,Fundus of uterus,Endometrium,Simple columnar epithelium,NA,NA,NA,NA,NA,NA,Nonciliated secretory cell,NA,CL:0000151,NA,NA,t168   t169   t170
2466,CILIATED_CELL_CPID=2466,Ciliated cell,Uterus,5040101020000000000000,54,2466,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040101020000000000000,54,Genitalia,Fundus of uterus,Endometrium,Simple columnar epithelium,NA,NA,NA,NA,NA,NA,Ciliated cell,NA,CL:0000064,NA,NA,t168   t169   t170
2467,EPITHELIAL_CELL_CPID=2467,Epithelial cell,Uterus,5040101020000000000000,89,2467,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040101020000000000000,89,Genitalia,Fundus of uterus,Endometrium,Simple columnar epithelium,NA,NA,NA,NA,NA,NA,Epithelial cell,NA,CL:0002149,NA,NA,t168   t169   t170
2468,SMOOTH_MUSCLE_CELL_CPID=2468,Smooth muscle cell,Uterus,5040102000100000000000,231,2468,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040102000100000000000,231,Genitalia,Fundus of uterus,Myometrium,NA,Inner circular muscle layer,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2469,SMOOTH_MUSCLE_CELL_CPID=2469,Smooth muscle cell,Uterus,5040102000200000000000,231,2469,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040102000200000000000,231,Genitalia,Fundus of uterus,Myometrium,NA,Middle circular muscle layer,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2470,SMOOTH_MUSCLE_CELL_CPID=2470,Smooth muscle cell,Uterus,5040102000300000000000,231,2470,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040102000300000000000,231,Genitalia,Fundus of uterus,Myometrium,NA,Outer longitudinal muscle layer,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2471,EPITHELIAL_CELL_CPID=2471,Epithelial cell,Uterus,5040200000001000000000,89,2471,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040200000001000000000,89,Genitalia,Uterine cervix,NA,NA,NA,Epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0002244,NA,NA,NA
2472,GLANDULAR_CELL_CPID=2472,Glandular cell,Uterus,5040201000000000000000,127,2472,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040201000000000000000,127,Genitalia,Uterine cervix,Portio vaginalis,NA,NA,NA,NA,NA,NA,NA,Glandular cell,NA,CL:0000436,NA,NA,NA
2473,EPITHELIAL_CELL_CPID=2473,Epithelial cell,Uterus,5040201000001000000000,89,2473,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5040201000001000000000,89,Genitalia,Uterine cervix,Portio vaginalis,NA,NA,Epithelium,NA,NA,NA,NA,Epithelial cell,NA,CL:0000076,NA,NA,NA
2474,SMOOTH_MUSCLE_CELL_CPID=2474,Smooth muscle cell,Vagina,5020000010000000000000,231,2474,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5020000010000000000000,231,Genitalia,NA,NA,Muscular layer,NA,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
2475,LANGERHANS_CELL_CPID=2475,Langerhans cell,Vagina,5020001000100000000000,169,2475,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5020001000100000000000,169,Genitalia,NA,Mucosa,NA,Nonkeratinized stratified squamous epithelium,NA,NA,NA,NA,NA,Langerhans cell,NA,CL:0000453,NA,NA,NA
2476,EPITHELIAL_CELL_CPID=2476,Epithelial cell,Vagina,5020001000100000000000,89,2476,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5020001000100000000000,89,Genitalia,NA,Mucosa,NA,Nonkeratinized stratified squamous epithelium,NA,NA,NA,NA,NA,Epithelial cell,NA,CL:0002135,NA,NA,NA
2477,DUCT_EPITHELIAL_CELL_CPID=2477,Duct epithelial cell,Male genital duct,5050100000100000000000,90,2477,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5050100000100000000000,90,Genitalia,Ejaculatory duct,NA,NA,Epithelium,NA,NA,NA,NA,NA,Duct epithelial cell,NA,CL:0000068,NA,NA,NA
2478,BASAL_CELL_CPID=2478,Basal cell,Male genital duct,5050201010100000000000,28,2478,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5050201010100000000000,28,Genitalia,Extratesticular genital duct,Epididymis,Duct epididymis,Epithelium,NA,NA,NA,NA,NA,Basal cell,NA,CL:0000646,NA,207   208   209,t108
2479,PRINCIPAL_CELL_CPID=2479,Principal cell,Male genital duct,5050201010100000000000,215,2479,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5050201010100000000000,215,Genitalia,Extratesticular genital duct,Epididymis,Duct epididymis,Epithelium,NA,NA,NA,NA,NA,Principal cell,NA,CL:0000075,NA,205   206,t108
2480,CILIATED_COLUMNAR_CELL,Ciliated columnar cell,Male genital duct,5050202000100000000000,58,2480,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5050202000100000000000,58,Genitalia,Extratesticular genital duct,Ductus deferens,NA,Epithelium,NA,NA,NA,NA,NA,Ciliated columnar cell,NA,CL:0002145,NA,229   230   231,NA
2481,SMOOTH_MUSCLE_CELL_CPID=2481,Smooth muscle cell,Male genital duct,5050202010100000000000,231,2481,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5050202010100000000000,231,Genitalia,Extratesticular genital duct,Ductus deferens,Muscular layer,Inner circular muscle layer,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,575   582   583   724   746   747   748   749,NA
2482,SMOOTH_MUSCLE_CELL_CPID=2482,Smooth muscle cell,Male genital duct,5050202010200000000000,231,2482,4 Mesodermal,4 Terminally differentiated,6 Fetus state 7 Postnatal state 8 Neonatal state 9 Infant state 10 Juvenile 11 Adult,5050202010200000000000,231,Genitalia,Extratesticular genital duct,Ductus deferens,Muscular layer,Middle circular muscle layer,NA,NA,NA,NA,NA,Smooth muscle cell,NA,CL:0000192,NA,NA,NA
